item;descricao;barras;referencia;preco;precominimo;quantidadeEstoque;parceiro
10701;CARRINHO DE COMPRAS;7898213986043;604;55;49.5;0;0
10702;MINI CRAFT PERSONAGEM COM ACESSORIOS;7898506470341;BR144;80.19;72.17;0;0
10703;CALDEIRÃO 15.77 L LINHA SOLAR;7891116044674;62508/280;447.7;402.93;0;0
10705;PAELLERA UMA  ALÇA Nº 36 TAMPA DE VIDRO;7897186609867;986;163.9;147.51;0;5092
10706;MONSTER;7896497501525;MK152;21.89;19.7;0;0
10709;ANDADOR FELIZ DIDÁTICO;7898179821051;902;150;135;0;13287
10710;BEBE JENSEN DIA DE PASSEIO;7896965254304;5430;88.78;79.9;0;0
10712;CAMINHAO C/ MOTO NIVELADORA;7896965213028;1302;150;135;0;0
10715;CONSTRUTOR MIRIM;7896750404044;404;56.1;50.49;0;0
10717;BIBI FOM FOM;7896448152400;524;85;76.5;0;0
10718;TABUA PORTA FRIOS COM 3 CUMBUCAS DE PORCELANA;;L336;144;129.6;0;10764
19572;ABAJUR BEN 10;7898419463201;11045066;102.3;92.07;0;0
10725;JOGO DE CHÁ BODAS DE PRATA 4 PÇS;7898410811131;68;85;76.5;0;134
10726;CANECA DE PORCELANA XADREZ;7893220178054;18928;16.49;14.84;0;0
10731;CANECA AZ212  360ML CORES SORTIDAS;7891361703777;;12.22;11;0;54
10732;CANECA JUMBO PRETO 740 ML;7891361874873;;30;27;8;54
10733;FERVEDOR STARFLON Nº 10;7891112023338;20540/610;40;36;0;5932
10735;CANECA QUE A MAGIA...CAMARGO CENTER;;37;35;31.5;0;134
10736;CANECA TERMICA SUPER PAI COM TAMPA DE  SILICONE;;3379;41.69;37.52;0;0
10739;DUPLA DE CANECA NOS DOIS;;23405;48.9;44.01;0;0
10742;COPO CANUDO ISSO NÃO É CAFE;;23652;33;29.7;0;0
10744;PISCA PISCA 100 LAMPADAS LED COLORIDO;7890880243528;17830;25;22.5;0;0
10745;CONJUNTO 4 TAÇAS PÉ ROLHA;;31527;118.8;106.92;0;0
10750;CANECA GIGANTES DO BRASIL CORINTHIAS;7894002041054;53120;32.67;29.4;0;0
10751;CANECA CILINDRICA ALL YOU NEED IS LOVE;;23391;30;27;0;0
10755;BANDEJA REDONDA PEPSI;7893220152092;17806;30;27;0;5550
10757;CANECA PORCELANA SUPER MAE + CAIXA;;6740;44;39.6;0;4957
10760;BUQUE DE MARGARIDA CHA OUTONO 34 CM;7893979340702;42204010;15;13.5;0;12212
10762;CANECA PORCELANA SUPER MAE + CX;;7438;47.78;43;0;4957
10763;KIT 2 CANECAS SUPER PAI/SUPER MAE;;4984;70.78;63.7;0;5807
10764;CANECO TERMICO ICE GEL QUEBRAR O GELO;;24586;50;45;0;0
10768;BOLHA BALL;7896771600227;202;10;9;0;3654
10769;CAÇAROLA 20 CM  ALLEGRA;7891116061466;62654/200;130;117;0;87
10771;CONJUNTO 3 COPOS KOSEM;;46274;17.71;15.94;0;0
10773;SEDUM VERDE FOLHAGEM 72 CM;7893979296832;20036-001;38;34.2;0;4960
10774;CARRINHO DE CONTRUÇÃO COM MUSICA;7899509701364;136;105.6;95.04;0;0
10775;CAPIM COM GYPSO 58 CM;7893979248879;1653-001;2.19;1.97;0;0
10778;CANTONEIRA DUPLA EM INOX;7898519824162;;49.39;44.45;0;0
10779;URSO CACHECOL;7899525620205;2020;81.73;73.56;0;0
10782;MORDEDOR VINIL BACKYARDIGANS;7896448165301;651;20.02;18.02;0;0
10783;CAPACETE MARVEL HEROIS;7898486481177;3065;93.5;84.15;0;0
10784;SUPER COMFORT CAR;;942;295;265.5;0;38
10785;CARA A CARA DISNEY;7896027544756;;85;76.5;0;655
10786;CARA A CARA PRINCESAS;7896027539967;;133;119.7;3;655
10788;SUPER GUINDASTE 395 PÇS;7896640406059;6054;141.9;127.71;0;172
10789;CARACOL DIDÁTICO;7898179820559;840;66.66;59.99;0;13287
10790;CALESITA;7898179821860;907;65;58.5;0;38
10792;CARIMBOS ALFABETO 28 PÇS EM MADEIRA;7896640450939;5093.2;60;54;0;172
10794;CARIMBO TURMA DA MONICA DIA A DIA;7896640410506;10509;40;36;0;172
10795;CARIMBO TURMA DA MONICA ESPORTES;7896640410513;1051;20.9;18.81;0;0
10797;ESCORREGADOR MASTER;;953.3;998.89;899;0;172
10801;REGADOR 1.5 L;;1;44;39.6;0;4975
10802;JOGO DE FACAS 3 PÇS;7891112229327;23498/313;50;45;4;0
10803;HOT WHEELS CONJUNTO SORTIDOS;887961384147;DWK99;76.67;69;0;3237
10804;CARRINHO DE BONECA;7896750403146;314;91;81.9;0;130
10805;CARRINHO DE BONECA FLORIDO COM BEBE CONFORTO;;1106;236.39;212.75;0;0
18454;FUSCA;7898933076215;CCF070;66.66;59.99;1;0
10807;CARRINHO DE BONECA FLORIDO 3 RODAS;;1108;187;168.3;0;0
10809;CARRINHO ENCANTADO;7898179820801;705;120;108;0;13287
10810;CARRINHO MERCADO LEV PAG;7896448128108;281;62;55.8;0;159
10813;CARRIOLA AMARELA;7896448127705;277;49.5;44.55;0;159
10814;CARRIOLA DA ONDA;7896750403320;332;122;109.8;0;130
10815;BIG CARRIOLA VERMELHA COM ACESSORIOS;7896839908449;844;120;108;0;151
10816;ADESIVO GOTA DE SILICONE;7896502858354;2942/301;6.59;5.93;0;194
10818;CARRO DE CONTROLE CONTROLE BEN 10;7897500551353;5135;113.3;101.97;0;0
10819;CARRO DE CONTROLE TORNADO 360º;7899525609309;930;236.5;212.85;0;0
10820;HOT WHEELS PISTA RADICAL ROADWAY;27084250435;H6290;105.6;95.04;0;0
10821;BERÇO MEU SONHO;7896744846904;4690;133;119.7;0;0
17777;KIT DE BELEZA;7898179821686;329;37.78;34;11;13287
10824;AQUA RACER LANCHA DE CORRIDA;7898506471164;BR206;104.5;94.05;0;0
10825;LALALOOPSY;7899525628041;2805;236.5;212.85;0;0
10826;CAIXA MADEIRA PORTA FOTO 10X15 CM;7893220166747;18513;76.89;69.2;0;0
10827;PORTA TUDO DA BARBIE;878119001863;;89.9;80.91;0;0
10832;PAPAI NOEL EM PE COM SACO 30 CM;7890880170398;12813;104.94;94.45;0;0
10834;JOGO DA VELHA CONJUNTO DE COPOS;20071;20063;56.5;50.85;0;6236
10838;LIVRINHO MACACO;887961006872;CBH87;37.29;33.56;0;0
10846;BARBIE CHELSEA;746775300937;BDG41;35.2;31.68;0;0
10848;HOT WHEELS PISTA ANGRY BIRDS SUPER LANÇADOR;746775200848;Y2410;97.79;88.01;0;0
10855;CASTELO DA FADINHA 54 PÇS;7897858317281;728;33;29.7;0;0
10856;PAINEL 4 FOTOS 10 X 15 FAMILIA;;13799-001;57.2;51.48;0;0
10857;CONSTRUTOR 40 PÇS;7897858317106;710;20;18;0;5273
10870;MONSTRO BARATÓIDE;7898486481634;3111;10.89;9.8;0;0
10875;VASO LISO TURQUESA;7897900829434;2943;88.9;80.01;0;102
10877;COROA AMARELO BRILHO;7897900832366;3236;88.78;79.9;0;102
10878;MORINGA DE VIDRO PALAVRAS;7898458060898;;39.9;35.91;0;5048
10881;TABELA DE BASQUETE SPIDERMAN;7899455900484;2048;55;49.5;0;1110
10882;PUPPY;7896639680026;8002;97.9;88.11;0;0
10884;CARRINHO COM EMPURRADOR HOMEN ARANHA;;2027;421.3;379.17;0;0
10890;PE QUENTE 110 V;;427;108.78;97.9;0;0
10891;BALEIRO MEDIO TAMPA ALUMINIO;;845;235;211.5;0;10308
10892;CENTRO DE MESA VENEZA MURANO;7896432717264;7608;198.78;178.9;0;0
10898;CACHEPOT SISAL QUADRADO CLARO;7898516902610;YK11601;90;81;0;0
18222;PORTA RETRATO BODAS DE PRATA 20 X 25 CM METALIZADO;;3762;58.85;52.97;0;0
10901;CESTO QUADRADO COM ALÇA;7898516894519;YK1131;50;45;0;1479
10903;KIT PARA VINHO CX METAL COM 4 ACESSORIOS;7893220101113;21457;70;63;1;5550
10904;PORTA VINHO 4 PEÇAS;7898516901767;AC11501;110;99;0;0
10906;GUITARRA 5 MUSICAS;50743626180;626180;135.19;121.67;0;0
10907;CHAIRA 8' PLENUS PRETO;;21118/178;47.78;43;9;5932
10909;CHALEIRA AÇO INOX 2.25  L;7891116147948;61482/183;388.78;349.9;0;87
10911;CHALEIRA COLORIDA 3 L RETRO;7897753693145;IN3145;99.78;89.8;0;5213
10914;CHALEIRA 1.9 L VIVA COR ROSA;7891112169425;27807/015;129.9;116.91;0;5932
10915;TABUA DE MADEIRA 39 CM X 21 CM Nº 2;7898929504043;2;33;29.7;0;0
10917;CHALEIRA 2 L INOX;;8002;88.78;79.9;0;220
10918;FABRICA DE CREPE;7896027545210;;100.1;90.09;0;0
10919;CHALEIRA DE TIME;7891112135130;20616/519;105.49;94.94;0;4869
10920;CHALEIRA STARFLON 1.9 L PRETA;7891112048447;20550/619;140;126;0;5932
10922;BROTO DE AMARILIS;7893979212399;14971-001;10.99;9.89;0;0
10923;CHOCALHO FOFIFLOR;7891219016677;1667;25.3;22.77;0;0
10924;JOGO LAS VEGAS;7891219028939;2893;85.8;77.22;0;0
10925;POLLY VEICULO TROPICAL;746775235642;Y6718;53.9;48.51;0;0
10926;POLLY POLLYVILLE VEICULOS SORTIDOS;746775323622;CCJ02;35.2;31.68;0;0
10929;CHOCALHO GIRASSOL;7896448190709;907;20;18;-1;159
10933;CHOCALHO;27084761122;P6957;24.31;21.88;0;0
10934;MORDEDOR PANDA;746775234539;Y6583;31.68;28.51;0;3237
10941;CAMINHAO PORTA CARRINHOS;7897858310961;96;91.85;82.67;0;0
10947;CINZEIRO BOLA 8;7893220160905;18303;40.7;36.63;0;0
10965;HAPPY SOUNDS MICKEY;7898506471560;BR221;133.1;119.79;0;0
10966;COGUMELO DIDATICO;;806;105.6;95.04;0;0
10967;CABIDEIRO BARRIL ORIGINAL;5248196131053;165;65.9;59.31;0;0
10968;COLA PUZZLE FOSCA;7891219014307;1430;16.67;15;4;10916
10969;GALHO DE EUCALIPTO IBIZA;7893979364784;26518-001;26.67;24;0;0
10973;BEBE JENSEN ALERGIC;7896965254342;5434;88.78;79.9;0;0
10974;CANTA FELIZ;7896964619821;1982;86.9;78.21;0;0
10975;COLEÇÃO FRUTINHAS MAIOR GOIABA;7896964618220;1822;64.9;58.41;0;149
10976;FERRARI PLAY GO;7898486484437;3390;57.2;51.48;0;0
18535;CONJUNTO PRATO DE PANETONE 2 PÇS;7899061027414;2548;50;45;0;5807
10978;FERRARI LA BERLINETTA COM CONTROLE REMOTO;7899838805153;BR447;179.78;161.8;0;0
10983;COLEÇÃO NINOS ACORDADA BOCA ABERTA;7896964614949;1494;210;189;0;6065
10984;COLEÇÃO FRUTINHAS MORANGO DEITADA;7896964618183;1818;54.89;49.4;0;149
10993;COLHER DE ARROZ INOX LAGUNA;7891116012239;63906/101;25;22.5;11;87
17566;IMAGINEXT RESGATE;27084705720;P5485;108.9;98.01;0;0
10995;FAQUEIRO 101 PÇS MONACO CX PAPEL;;66917/405;625.9;563.31;0;0
10998;QUADRO PORTA TAMPA;;1535;159.9;143.91;0;0
11000;ABRIDOR MULTIUSO GREMIO/INTER;7891112099340;26332/110;31.89;28.7;0;4869
11002;COLHER DE CHÁ LAGUNA;27891116011502;63906/070;4;3.6;0;4869
11003;COLHER DE CAFÉ COSMOS;37891116070711;;3.7;3.33;0;4869
11004;COLHER CURVADA LINHA BABY;7891116001936;66970/000;12;10.8;0;87
11006;COLHER DE CAFÉ LAGUNA;27891116011571;63906/080;3.33;3;4;4869
11008;COLHER DE MADEIRA 23 CM;7899701838202;3740;5;4.5;3;218
11011;COLHER DE NYLON DE ARROZ;7893220141874;17149;11.77;10.59;0;0
11015;ESPATULA EM SILICONE VOLLARE;7891691031199;3119;16.67;15;0;0
11016;COLHER DE MESA LAGUNA;27891116011472;63906/010;10;9;26;87
11020;ESCORREDOR DE PRATOS COM BANDEJA;7893220153006;17875;80;72;0;5550
11023;COLHER REFRESCO LAGUNA;27891116011656;63906/200;5;4.5;0;4869
11024;APOIO DE COLHER;7897386712015;AP 900;15;13.5;0;76
11028;BOLUDOS;7898486481610;3109;10.89;9.8;0;76
11029;COLHER DE SOBREMESA LAGUNA;27891116011540;63906/042;7.67;6.9;11;4869
11030;COLHER DE MESA COSMOS;27891116070646;63906/300;10.5;9.45;158;87
11037;CONCHA FEIJÃO INOX LAGUNA;27891116011649;63906/190;22;19.8;2;4869
11038;CONCHA MOLHO INOX LAGUNA;7891116011669;63906/210;30;27;6;0
11041;X SHOT VIGILANTE;7898486484277;3374;130.9;117.81;0;0
11042;JOGO DE SOBREMESA 12 PÇS;7891116078013;64400/730;160;144;2;87
11043;FAQUEIRO 42 PÇS INOX LAGUNA;7891116066461;66906/774;277.72;249.95;4;87
11044;CONCHA DE SORVETE UTILITA;7891112059610;25603/180;40.15;36.14;0;0
11047;CONCHA TERRINA INOX LAGUNA;27891116011588;63906/090;37.78;34;5;4869
11050;CONJUNTO P/ FRIOS PRATO INOX TAMPA ACRÍLICO ATINA 3 PÇS;7896502815395;1413/100;60;54;0;194
11051;KIT CONTAINER SORVETE;5010994708337;A2753;49.9;44.91;0;0
11052;CONJUNTO 2 COPOS CHOPP BRASIL;;BR;38.5;34.65;0;0
11055;CONJUNTO 2 PÇS P/ ARROZ AÇO INOX;7898130700500;0 50;72.49;65.24;0;220
11056;CONJUNTO PARA FEIJAO 2 PÇS;7898130700531;353;64;57.6;0;220
11058;PORTA PATE COM 2 CUMBUCAS DE PORCELANA;7898209250363;36;30.8;27.72;0;0
11059;POTE PARA ERVA 500 GR GREMIO EM CERAMICA;7894002075271;183810G;68.2;61.38;0;0
11062;KIT PINGA PRINCIPIO ATIVO;7898458073478;;25.29;22.76;0;0
11063;CONJUNTO 4 TAÇAS CHAMPAGNE LISBOA ANTIGA;;31555;110;99;0;0
18361;DOOR STOP MAO/CONE;7898458038033;;39.6;35.64;0;0
11071;CONJUNTO 6 COPOS BOTECO VINTAGE;;V101;50.05;45.05;0;0
11072;CONJUNTO 6 COPOS BRAMINHA CELEBRATION;;20000;85;76.5;0;5160
11075;CONJUNTO 6 COPOS MINI BRAMINHA NA  CX MADEIRA;;37033;205.15;184.64;0;0
11077;CONJUNTO 6  COPOS CZAR GOLD BEER;;18036/G;137.5;123.75;0;0
11079;6 ESTRELAS P/ ENCAIXAR;7896448149806;498;13.2;11.88;0;0
11081;JOGO DE PANELAS 4 PÇS VENTURA INOX;7891116089040;65360/000;385;346.5;0;87
11082;CONJUNTO 6 COPOS HANNOVER CX PAPEL;;16000;109.8;98.82;0;5160
11083;CONJUNTO 6 COPOS WHISKY NA CAIXA;;10058;94.44;85;0;5160
11085;CONJUNTO CRISTAL 30 PÇS TAÇAS LINHA CAROLINE;;TC09;412.5;371.25;0;5550
11096;COPO CAIPIRINHA;;CAI001;19.8;17.82;0;0
11099;BICO PARA GARRAFA DE VINHO;7896502825011;2310/303;15.56;14;0;194
11100;PRODECK WORKSHOP;7898506471904;BR255;174.9;157.41;0;8418
11101;CONJUNTO DE ESPATULAS PARA MANTEIGA / PATÊ;7896502804771;2051/312;18.59;16.73;0;0
11103;CEPO DE FACAS 6 PÇS LINHA ULTRACORTE;7891112096141;23899/065;185;166.5;0;5932
11104;CONJUNTO PARA CARNES 3 PÇS;7896502820689;2511/101;70;63;0;194
11105;"GARFO TRINCHANTE 6"" VERONA";7896502820641;2510/311;15.4;13.86;0;0
11109;JOGO DE CHA 12 PÇS MARAVILHA;7891361882410;;127.27;114.54;0;0
11111;CONJUNTO DE TALHERES 12 PÇS GREMIO;7891112099289;23299/126;36.29;32.66;0;4869
11113;CARRINHO DIDATICO;7898002431518;151;29.78;26.8;0;4868
11116;FORMA PARA CHOCOLATE EM SILICONE;7899525622957;2296;16.5;14.85;0;0
11118;SALADEIRA BUFFET BAIXA;;8067;120;108;0;0
11119;KIT ESPECIAL PARA CARNES 3 PÇS COM TABUA;7891112171718;23098/082;39.38;35.44;0;0
11126;BARCO TUBARAO;746775314125;BFT09;167.2;150.48;0;0
11127;BUQUE DE MINI ROSAS BEAUTY OUTONO ROSA 29 CM;7893979237019;16055-001;6.38;5.74;0;0
11128;SALADEIRA WAVE CRISTAL;7897386743071;SW 3730;27.78;25;0;76
11129;LIXEIRA INOX 5.4 L COM TAMPA DE INOX;7896502815302;3030/202;100;90;0;194
11143;TOALHA PAI TE AMO PRETA;;19927;34.1;30.69;0;0
11147;CONJUNTO 6 COPOS ALTO 385 ML SYLVANA;;46107;110;99;1;0
11150;PETISQUEIRA 5 PÇS COM BASE MADEIRA;7898519821130;;76.89;69.2;0;0
11151;ABC DOS BICHOS;7898925879275;;30;27;0;0
11152;JOGO 6 TAÇAS VINHO BRANCO CRISTAL 170 ML LAURA;7893220182006;57313;125;112.5;0;5550
11156;CONJUNTO MESA E 2 CADEIRA AZUL/ROSA;;920/921;117.7;105.93;0;0
11162;JOGO PARA TORTA 9PÇS;7891116067307;64510/880;200;180;1;87
11165;JOGO PARA BANHEIRO 4 PÇS PORCELANA FLORAL;;124;88;79.2;0;0
11171;CONJUNTO P/ BOLO PRATO INOX TAMPA ACRÍLICO PETÚNIA;7896502800568;1525/132;89.95;80.96;0;194
11173;CESTA MEDIA VERMELHA;;10828/0053;19.25;17.33;0;0
11175;CONJUNTO P/ CAIPIRINHA 5 PÇS INOX;7896502819263;2348/100;75;67.5;0;194
11180;BLOCOS DE ENCAIXE 60 PÇS;7898213981307;130;85;76.5;0;0
11190;APARELHO DE FONDUE 11 PÇS;7897753695309;HH7878;187.78;169;0;5213
11193;ROMA FRUTA;7893979929310;34369-001;12;10.8;4;12212
11194;CONJUNTO P/ LASANHA 3 PÇS INOX;7897753600341;IN0341;84.7;76.23;0;0
11199;BANQUETA EM PLASTICO;7893220145018;17387;75;67.5;0;5550
11200;CONJUNTO DE FACAS 3 PÇS CABO VERMELHO;7897753692414;BBQPL - 3VM;25.5;22.95;0;0
11202;SUPORTE DE PAREDE COM FACA DE CARBONO;7898401432567;2567;210;189;0;0
11203;PRATO PARA PIZZA COM PE;7898209250653;65;53.9;48.51;0;0
11205;CONJUNTO REFRESCO ARUA 7 PCS;7896980401028;680513;95;85.5;0;5765
11206;CONJUNTO REFRESCO 7 PÇS FRIENDS;;6280258;130;117;0;5765
11209;SALEIRO EM INOX SUPREMA;7896502800629;2093/100;95;85.5;0;194
11210;CONJUNTO PARA SERVIR 7 PÇS;7897217853078;8307;87.89;79.1;0;0
11219;CONJUNTO P/ CHURRASCO 3 PÇS CABO CURTO;7891112253469;22399/075;110;99;0;0
16783;POLLY PARQUE DE MASCOTAS;746775239442;Y7122;115.5;103.95;0;5217
11220;CONJUNTO 3  POTES REDONDO COM TAMPA;;VDR2027-3;85;76.5;0;5213
11226;JOGO DE PANELAS 5 PÇS ROTONDA;;65960/010;768.9;692.01;0;0
11228;FRUTEIRA FOLIAGE COM PÉ;7896432700679;3687;110;99;0;0
11231;PORTA COPOS MDF KIT COM 4;7896502812202;90299;40;36;2;10542
11233;E FACIL LIGAR;7896750403405;340;42;37.8;0;0
11234;CENTRO DE MESA OUTONO;7896432700464;2421;56.1;50.49;0;0
11237;ALMOFADA LOVE;7899525623695;2369;44;39.6;0;0
11239;KIT 2 CANECAS FELIZES PARA SEMPRE;;4674;66.5;59.85;0;5807
11242;ESTOJO 6 PRATOS SOBREMESA POMERODE BRANCO;7891259319578;;120;108;0;4972
11246;CONJUNTO DE TAÇAS 6 PÇS P/ SORVETE VIDRO MONACO;5601875195614;2262.06;110;99;4;0
11248;JOGO DE TALHERES JUMBO 12 PÇS CHURRASCO;;21199/496;165;148.5;0;4869
11249;CONJUNTO DE TALHERES 24 PÇS IPANEMA PRETO;;23399/091;70;63;7;5932
11250;CONJUNTO DE TALHERES 24 PÇ INTER;7891112099258;23299/125;68.31;61.48;0;0
11251;CONJUNTO PARA TORTA 14 PÇS  PETUNIA;7896502800964;1521/100;173.85;156.46;0;194
11253;KIT DE UTENSILIOS 5 PÇS BAMBOO;7893220146459;17757;87.23;78.5;0;5550
11256;CONJUNTO DE SOBREMESA 7 PÇS SATURNO;;156;132;118.8;0;0
11257;BULE BODAS DE OURO;;26;82;73.8;0;134
11258;CONJUNTO 3 POTES QUADRADO COM TAMPA;;VDR7014;55;49.5;0;5213
11264;GENERAL JOGO;18612;18612;32.89;29.6;0;0
11267;COPO ACRILICO 350 ML COR VERDE;;1891;4.18;3.76;0;0
11272;COPO AMASSADINHO BRANCO DE CERAMICA 240 ML;7894002290179;;16;14.4;0;4959
11273;PORTA RETRATO 10X15 CM AMIGAS INSEPARAVEIS;;1;33;29.7;0;0
11275;COPO CANUDO SUPER AMIGAS;;23224;48.78;43.9;0;0
11280;COPO PILSENER CHOPP 300ML;7891017000106;328-30;7.78;7;0;0
11287;CONJUNTO 6 COPOS VODKA TRAVEL;;31563;116.6;104.94;0;0
11291;DECOR TUPLIPA GIGANTE;7896432715574;6345;88.9;80.01;0;0
11296;COPO CANUDO BUBU;;23136;50;45;0;0
11297;COPO LONG DRINK 310 ML AMASSADINHO;7891017004159;;12;10.8;0;218
11300;CONJUNTO 6 TAÇAS FLORIPA ROTULOS RETRO;7898198773997;RT02;140;126;4;5160
11302;COPO PILSENER CHOPP 200ML;7891017002049;228-30;4.38;3.94;0;0
11303;COPO BRISTOL 200 ML;7891155034803;;6.66;5.99;0;218
11305;COPO TERMICO LOVE COFFE;7898458099232;;40.7;36.63;0;0
11310;JOGO 6 TAÇAS VINHO EM CRISTAL STRIX  580 ML;;58151;220;198;0;5550
11313;CADERNO DE ANOTAÇÕES NAO ESQUEÇA DE SER FELIZ;7899061053178;4151;17.05;15.35;0;0
11317;PULA CORDA DA BARBIE;4893825020485;BBSM3;55;49.5;1;13917
11318;BOLA DE NATAL VERMELHA 10 CM TUBO COM 20 UNIDADES;7890880202112;15174;116.6;104.94;0;0
11322;CORTADOR DE CAPSULA PARA VINHO;7896502824991;2310/301;8.69;7.82;0;0
11325;CORTADOR DE LEGUMES COM DISPENSER;7899525622179;2217;64.9;58.41;0;0
11329;CORTADOR DE PIZZA;7893220053153;11706;10.89;9.8;0;0
11330;CORTADOR DE PIZZA INOX;7896502809448;2202/341;21.89;19.7;0;0
11332;IMOJI FIGURAS COLECIONAVEIS;7899838811734;BR511;9.9;8.91;0;0
11334;BLOCKS DO TRENZINHO PARKING;;5609;64.13;57.72;0;0
11335;COZINHA ROSA;7896964609624;962;118.03;106.23;0;0
11336;CORRE CHULE;7896448186702;867;90;81;0;159
11341;LANÇA FRUTAS;7896448168708;687;61.6;55.44;0;0
11342;BRAVO TRUCK;7898213982151;215;62;55.8;0;0
11357;JARRA BODAS DE OURO;7897903100271;27;78.78;70.9;0;134
11358;VASO BODAS DE OURO;7897903100325;32;75;67.5;0;134
11359;CUIA DE CERAMICA TROPEIRO ALTO RELEVO;7894002030324;;43;38.7;0;0
11360;COPO DE CERVEJA CATARINA CRISTAL SELO OURO;7891185089996;200/CAT;121;108.9;0;0
11372;AQUA CLEAN;7896964615878;1587;150;135;3;149
11374;BASE GIRATORIA EM MADEIRA PARA FONDUE;7895411490327;130;155.9;140.31;0;0
11384;DEFENSORES DA ORDEM 220 PÇS;7896640406073;607.6;110;99;0;172
11386;TRICICLO MUSICAL ROSA COM HASTE;7896964618022;1802;174.9;157.41;0;0
11388;DARDO ACERTE O ALVO;7896771605253;520-5;48.78;43.9;0;0
11389;FERAS DO ASFALTO;7896448172903;729;58.08;52.27;0;0
11390;DECANTER 1.9 L;7896432711842;7050;130;117;0;12447
11391;DECANTER  ALÇA 750 ML;;3651;35.2;31.68;0;0
11396;FERVEDOR Nº 12 PARIS BORDO;7891112040519;20540/012;44;39.6;0;5932
11397;DESCASCADOR E BOLIADOR;7897839700033;;7.78;7;0;0
19573;ABAJUR MINIE;7898419465700;;86.9;78.21;0;0
11400;CUP CAKE DO CORAÇÃO;7896027545241;;42.9;38.61;0;0
11406;DOMINÓ ADIÇÃO PÇS EM MADEIRA;7896640452575;5257.6;25;22.5;0;172
11407;DOMINO TURMA DA MONICA 28 PÇS EM MADEIRA;7896640410544;10543;33;29.7;5;172
11408;DOMINÓ DE SUBTRAÇÃO;7896640452582;5258.7;25;22.5;0;172
11409;QUEBRA  CABEÇA BLOCOS ZOOLOGICO;7896640452742;5274.3;33;29.7;0;0
11411;DOMINO JÁ SEI CONTAR;7891219016943;01 694;40;36;1;10916
11412;DOMINÓ JÁ SEI LER;7908010116977;1697;50;45;3;10916
11413;BRINCANDO COM LETRAS E NUMEROS;7896640450571;5057.6;37.78;34;0;172
11418;TOP CAR PICK UP COM FRICÇÃO;7896838807408;740;32.89;29.6;0;0
11425;CHAMPANHEIRA AGRILICO VERMELHO;7893220127861;17061;82.5;74.25;0;0
11426;MEU URSINHO PIJAMA ROSA;7899525628461;2846;72.6;65.34;0;4340
11427;MEU ELEFANTE LISTRADO;7899525628485;2848;77.78;70;0;4340
11431;BONECA NATY;7899509700350;PM0035;58.85;52.97;0;0
11434;CALESITA ADVENTURE PEDAL;;986;570.9;513.81;0;159
11435;CENTRO DE MESA EM VIDRO19.5 CM;7893220190933;20618;46;41.4;0;5550
11438;ZUQUINHA;7896448110066;1006;105;94.5;0;159
11441;SOLDADOS DA FORÇA CARRO;7899525202166;20209;44.55;40.1;0;0
11442;SOLDADOS DA FORÇA;7899525202159;20215;26.29;23.66;0;0
11443;ESCORREDOR DUPLO TUBO CROMADO;7897807410742;1074;77.78;70;3;0
11444;ESCORREDOR DE LOUÇA CAMA CROMADO;7898569480073;200;82;73.8;1;218
11447;ESCORREDOR DE LOUÇA FANTASTIK CROMADO;7897807410674;1067;85;76.5;0;218
11449;ESCORREDOR DE PRATOS INOX 16 PRATOS;7897753692742;IN2742;160;144;0;5213
11456;ESCORREDOR DE PRATOS INOX P 16 PRATOS;7896502894307;2104/251;150;135;0;194
11460;ESCORREGADOR SPLASH;;7000;588.5;529.65;0;5037
11466;JOGO AMERICANO BAMBOO KIT 4 PÇS;7898516908667;JA13213;30;27;0;0
11472;PÁ PARA BOLO INOX LAGUNA;7891116011638;63906/150;22;19.8;1;4869
11473;FACA DE CHURRASCO COSMOS;27891116070721;;15.55;14;48;4869
11476;COLHER DE SILICONE VERMELHO;7896502803651;2252/352;25;22.5;0;194
11481;ESPETO DE ALUMINIO 1 HASTE 95 CM;7898186823017;GR0411;45.1;40.59;0;0
17568;CONJUNTO DE TALHERES INFANTIL 3 PÇS DE TIME;7891116073834;66973/003;23.65;21.29;0;0
11484;ESPETO 1 HASTE 95 CM LINHA PRATA CABO MADEIRA;7898186823987;GR0211;15.29;13.76;3;0
11486;ESPREMEDOR DE ALHO MANUAL;7894000000442;ASA18;30;27;12;1479
11491;CONJUNTO 6 COPOS VODKA CARROS;;31566;116.6;104.94;0;0
11497;ESPUMADEIRA INOX LAGUNA;27891116011670;63906/220;37.78;34;1;4869
11499;JOGO  DE UTENSÍLIOS 3 PÇS VERMELHO;;25099/714;30;27;0;5932
11500;MINI CRAFT SURVIVAL;7898506470334;BR143;133.65;120.29;0;0
11501;TARTARUGA NINJA FIGURA 12 CM;7898506464623;BR030;70.29;63.26;0;0
11502;MOSCA LOKA;7898506466481;BR115;135.08;121.57;0;0
11504;TARTARUGA NINJA RETRO;7898506464647;BR032;124.3;111.87;0;0
11506;VASO LISO AMARELO;7897900831888;3188;88.9;80.01;0;102
11507;HOT WHEELS PACOTE COM  5 CARROS;;1806;100;90;3;5217
11508;FRIGIDEIRA STARFLON 22 CM;78911112222076;20166/122;36.67;33;0;4869
11509;PORTA VINHO + ACESSORIOS 5 PÇS CX MADEIRA;;25070;85;76.5;0;5550
11511;ESTOJO  6 PRATOS RASO PRISMA BRANCO;7891259068063;0798-6;237.78;214;0;4972
